docid,lat,lng,lat,lng,level_2,name,business_status,address,types,user_ratings_total,#charging_stations,comments,avg_rating
35271,35.828707,-83.574955,35.8288971,-83.5747842,12117,Blink Charging Station,OPERATIONAL,"1820 Parkway, Sevierville, TN 37862, USA","point_of_interest, establishment",1,1,NOT A FREE AS ADVERTISED ! ! !,1.0
35292,20.914308,-156.323291,20.9137162,-156.3228752,11231,Shell Recharge Charging Station,OPERATIONAL,"810 Haiku Rd, Haiku-Pauwela, HI 96708, USA","point_of_interest, establishment",1,1,Shell car chargers on the island have been down for 3 days. The charger in Pukalani has been broken for a few weeks…really poor network.,1.0
35295,40.68377,-76.195634,40.683747,-76.1955958,10345,ChargePoint Charging Station,OPERATIONAL,"201 Mahantongo St, Pottsville, PA 17901, USA","point_of_interest, establishment",1,1,All four spaces were available and all chargers were functional.,5.0
35300,40.683765,-76.195606,40.683747,-76.1955958,10345,ChargePoint Charging Station,OPERATIONAL,"201 Mahantongo St, Pottsville, PA 17901, USA","point_of_interest, establishment",1,1,All four spaces were available and all chargers were functional.,5.0
35306,29.727743,-99.075423,29.727743,-99.075423,15411,ChargePoint Charging Station,OPERATIONAL,"713 Main St, Pipe Creek, TX 78063, USA","point_of_interest, establishment",2,2,Too slow. Waste of money.,1.0
35311,43.457121,-88.818722,43.4565796,-88.8182653,6036,Shell Recharge Charging Station,OPERATIONAL,"810 Park Ave, Beaver Dam, WI 53916, USA","point_of_interest, establishment",2,2,Plugged in my car to the slow charger on the far right.  Charged for 30 minutes and shut off.  Didn't give a reason.  Car charges fine at home and fine when I charge it on one of the high-speed chargersOnly used this charger twice while waiting for my home charging setup.  Works great and it was free.  You will need the Shell Recharge app to use these chargers.,3.5
35348,34.595342,-83.762112,34.5953489,-83.7621067,3614,ChargePoint Charging Station,OPERATIONAL,"66 E Kytle St, Cleveland, GA 30528, USA","point_of_interest, establishment",5,5,"Charger is fast and has always been available and operational. Safe location.Worked perfectly. Plugged it in, used the app to start charge and 12 minutes later I was back at 86% from 51%. I had to stop here as another charging station on my journey had a broken Level 3 charger (stay away from EVgo). This unit looked much better built and maintained.Love it very niceCharged at 85kW was clean and had plenty of places to get food before or during.",5.0
35349,34.595345,-83.762074,34.5953489,-83.7621067,3614,ChargePoint Charging Station,OPERATIONAL,"66 E Kytle St, Cleveland, GA 30528, USA","point_of_interest, establishment",5,5,"Charger is fast and has always been available and operational. Safe location.Worked perfectly. Plugged it in, used the app to start charge and 12 minutes later I was back at 86% from 51%. I had to stop here as another charging station on my journey had a broken Level 3 charger (stay away from EVgo). This unit looked much better built and maintained.Love it very niceCharged at 85kW was clean and had plenty of places to get food before or during.",5.0
35362,35.919155,-80.58476,35.919155,-80.58476,11022,ChargePoint Charging Station,OPERATIONAL,"1440 Yadkinville Rd, Mocksville, NC 27028, USA","point_of_interest, establishment",2,2,"Located in McDonald's parking lot, easy to take a safe and short walk to stretch your legs, and right off of I-40 without far at all. 2 ports, DC fast charging, very affordable.",5.0
35367,37.05477,-120.87648,37.0547669,-120.8767056,10272,Electrify America Charging Station,OPERATIONAL,"1405 W Pacheco Blvd, Los Banos, CA 93635, USA","point_of_interest, establishment",11,5,"Right outside Target, in parking lot. No issues on #2, didn’t try others. Apparently one of them has a broken screen but still works through the app.3 of the 4 chargers are not working. I've been to 8 Electrify America charging stations over the last 4 days and 30-75% of their chargers are inoperative. BMW needs to contract with a different charging network that actually maintains their equipment.The 350kw chargers are too slow, it only charges up to 90kw and keeps going down by 50kw. I'm using the Mach E.1-13-2023.   5:30 pm.    Station 1, 3, and 4 are down.   Only #2 is working.Great charging area, next to a Target with Habit Burger, Starbucks multiple fast foods nearby. Black Bear Diner is within a 10min walk.",3.2
35369,46.16189,-123.90215,46.1618925,-123.9021313,13801,Electrify America Charging Station,OPERATIONAL,"695 US-101, Warrenton, OR 97146, USA","point_of_interest, establishment",9,5,"Charger works. It's easier if you have the app. Took about 44 minutes to charge my  EV6 from 60% to 100%, cost about $20. Pretty expensive per mile (compared to gas) but paying for convenience, I suppose.Love these chargers. Give me a full 150kw charge and get the job done quick. Not so cheap but definitely get what you pay for.Do not go to this charge station unless you drive a Volkswagen it is proprietaryGreat parking excellent charge. Very impressed with the new equipment.Working great",3.8
35374,44.964438,-92.96147,44.964892,-92.961249,10326,Tesla Supercharger,OPERATIONAL,"7180 10th St N, Oakdale, MN 55128, USA","point_of_interest, establishment",69,5,"Great to see the business that has the chargers (Hy-Vee) has placed a trash recepticle along with windshield cleaner at the chargers.Easy to find, easy to park, and not crowded when I was there. There's a trash can with a windshield cleaner/squeegee, but the fluid container was dried out.Everything went well.  Charger operating at full speed.Nice grocery store attached. Fast charging wasn't busy when I stopped after lunch time.Great charging speeds, conveniently located by Hy-Vee to do some grocery shopping, have a bite to eat etc while you wait.",5.0
35401,44.02256,-121.31675,44.022561,-121.316745,2543,Electrify America Charging Station,OPERATIONAL,"20120 Pinebrook Blvd, Bend, OR 97702, USA","point_of_interest, establishment",6,5,"Charger 4 was showing as unavailable in the app, though it was not is use.  Was pulling a bit over 100 kW at peak on charger 2.Most chargers do not work the ones that do are painfully slow.Absolutely the most garbage machines. Usually most are down or malfunctioning. Signet should be ashamed and so should VolkswagenFast charging, convenient locationSoooooo FAAAAAAST !!!!!",3.4
35407,43.090998,-76.101429,43.090998,-76.101429,10701,EV Connect Charging Station,OPERATIONAL,"DeWitt Travel Plaza, Syracuse, NY 13206, USA","point_of_interest, establishment",8,5,"Credit card reader doesn't work on the one supposedly working machine. Had to set up the app but then got an Error. Doesn't work even after many tried and no one answered the support number given. Had to give up.50 kw max, but only about 30¢ per kWhWe have decided the tollway charging is less fun than the Presidential Museum charging stations.  We may be going that way next time.  The Dewitt service plaza has a drainage ditch that runs into a little creek. That was our charging entertainment for this stop.Neither charging station worked , I called customer support and they could not get it working. 9/7/22The CCS charging station 2 did not work.  Station 1 was connected to another vehicle.  We chose not to wait and left",2.4
35446,42.22097,-121.78433,42.22097,-121.78433,9939,ChargePoint Charging Station,OPERATIONAL,"320 Timbermill Dr., Klamath Falls, OR 97601, USA","point_of_interest, establishment",2,2,Great location and easy to use.,5.0
35456,38.91694,-77.22058,38.9169495,-77.2205648,3066,Electrify America Charging Station,OPERATIONAL,"8000 Tysons Corner Center, McLean, VA 22102, USA","point_of_interest, establishment",5,5,"Convenient location on the first floor of the garage near Nordstrom. One spot ICE'd, two others had non plugged in Tesla's. They really need to do a better job monitoring this spot.This charging station is not bad, you can charge your car at a very fast speed around 150 kW. I gave 3 stars, because very often,  during the mall opening hours, I found most of charging spaces occupied by non-electric vehicles, some of the gas-car drivers even just put the charger hose around their cars hood and left it like this for hours. Since nobody really cares if parked car is electric or not, that works really good for that cheaters and not good for electric car which needs a charge.Charging station on the first level of the parking garage near the west end.Convenient. Very low cost. No issues.Convenient, quick, and super easy to use!",4.4
35461,38.63995,-121.4992,38.6398926,-121.4989003,7825,Electrify America Charging Station,OPERATIONAL,"3601 N Freeway Blvd, Sacramento, CA 95834, USA","point_of_interest, establishment",7,5,"hit and miss they may work and often  bunch don't work of the 350'sCharges at 30kw, it first charges quickly at 100kw then drops off to 30kwLove these charging stations do it once a week keeps my car full and happy and I have a great nap.",3.6666666666666665
35462,38.80499,-121.20763,38.8049007,-121.2074263,6940,Electrify America Charging Station,OPERATIONAL,"5104 Commons Dr, Rocklin, CA 95677, USA","point_of_interest, establishment",15,5,"Good location. But at least a couple of chargers are always out of order. And it’s usually the fast ones. Forget about calling the assistance. It’s useless most of the timeTwo of the machines currently down. Overall I like this location as you can charge and walk and get some food from various vendors.Pump worked fine today, have had difficulties in the past..  Need shade trees and garbage cans.Wish there were more of these up in the mountains on the way to reno. The evgo chargers there are way more expensive.First station was broken. Second station worked properly.",4.0
35464,39.04954,-94.37021,39.0494564,-94.3703736,3857,Electrify America Charging Station,OPERATIONAL,"17810 East 39th St S, Independence, MO 64055, USA","point_of_interest, establishment",14,5,"Free charge today.   Location is a bit sketchy there in Independence.  Walmart delivery trucks like to park in the wrong spot and use another charger effectively taking two spots.It is a BIG ripoff IF you don't know ALL the crazy rules they have vs the easy 2 use Charge point ones. VW owners beware- you probably won't get a total free charge as you were told & is the only one for 200 miles.Good quick 30 min fill-up while shopping in target! 1 of 4 chargers were unavailable/offline, and 2 were already being used but with the fast charge & idle penalties, both others cars were already gone by the time I got back out to Unplug!  Now we just need more of these fast chargers throughout the city!Readily available.  I used 350 kw ; took about 35 minutes on a 64% base. I’m getting a 40 amp outlet installed at home.  Interested to see how long and how much it will cost and take to charge.Frustrating. First no cell reception. Then 2 of 4 stations wouldn't connect",4.2
35468,37.6843,-97.24516,37.6843489,-97.2451026,9503,Electrify America Charging Station,OPERATIONAL,"7700 E Kellogg Dr, Wichita, KS 67207, USA","point_of_interest, establishment",20,5,"At 6x the cost to charge at home seems awfully expensive, something to only be used in a pinch.Great place to catch a few electrons - 5 CCS and one CHAdeMO. No Level 2 charging is available here.It's been about a 50/50 on getting the stations to work.  The longer cords help, and I no longer have to park perpendicular in the space.Fast L3 charger and convenient location next to a shopping mall.Always works",3.8
35469,38.90292,-99.31972,38.9028942,-99.319744,9508,Electrify America Charging Station,OPERATIONAL,"4301 Vine St, Hays, KS 67601, USA","point_of_interest, establishment",7,5,"Easy access from I-70. The charger just works and it’s easy to use.2 stations don't work.One charger was out of service. Otherwise no vomplaints.Charger 01 was being operated/fixed by a tech, 02 appeared functional, 03 was out of service, and 04 functioned fine but did not quite meet the expected charging rate.  Update 4/29/23: 03 would not accept payment, 04 functioned as expected, 01 and 02 appeared functional",4.25
35470,39.36643,-101.04661,39.3663607,-101.046797,11408,Electrify America Charging Station,OPERATIONAL,"115 W Willow Ave, Colby, KS 67701, USA","point_of_interest, establishment",6,5,"Charger 04 did not reach the advertised speed but functioned well enough otherwise. 03 would not accept payment method, 01 was in use by another patron, 02 appeared in working order.  Update 4/29/23: Charger 04 was turned off, 03 would still not accept payment, 02 had reduced speed due to update, 01 functioned as expectedSo #1 worked fine. #3 would not connect. #4 thought that it was ""in use"", but it wasn't. It shows 160 minutes of ""idle time"" but no car there. #2 advertised reduced speed.  I charged fine but not a great look for EA. I called them and they said they would fix 3&4...Good location right next to Casey’s.",4.0
35472,38.67789,-121.58925,38.677884,-121.5890816,7816,Electrify America Charging Station,OPERATIONAL,"6900 Airport Blvd, Sacramento, CA 95837, USA","point_of_interest, establishment",6,5,"Nice location to get into but three of the machines were down out of the eight that are there. So of course you have to re park your car to the other onesWorked the first time I plugged it in. Out of the way, but well-lit; I felt safe waiting in my car. Like another reviewer, I also only got 15kw, but that's common with my older model of Spark. I'll still take it, since there's not a lot of alternatives out here! This may become a regular stop going to/from Woodland.Charged my car for Free at 8 am 1/14/23These stations don't work well with Chevy Spark EV, only providing 14kwBroken.  Only 1 CHAdeMO",3.2
35474,35.32169,-97.49379,35.3216159,-97.4940269,2092,Electrify America Charging Station,OPERATIONAL,"501 SW 19th St, Moore, OK 73160, USA","point_of_interest, establishment",12,5,"We had so many problems with this charger so many we tried three different Chargers here we sit still trying we have a long way to try to get home still not enough miles to get to the next Charger I don't understand why they're not maintaining these better it's one thing to least let us charge at a slow Trickle at least they work a slow trickles better than none at all now we sit here being very coldThe charging port got stuck in my car. Waiting on customer service to pick up for over 45 minutes. And not to mention I got charged for the idle timeChargers would work on one car and fail on the next.  1 charger was reliable.All seem to be working. Had good charge speed.Charger 3 (350 kw) is down and has been for some time, and the other 350 kw charger has a cable that has issues and stopped my charge twice.",2.2
35475,35.84323,-96.3958,35.8432488,-96.3957528,9071,Electrify America Charging Station,OPERATIONAL,"105 W, OK-16, Bristow, OK 74010, USA","point_of_interest, establishment",2,2,Most reliable charging network.,5.0
35476,38.41118,-121.39095,38.411153,-121.3909416,6208,Electrify America Charging Station,OPERATIONAL,"8465 Elk Grove Blvd, Elk Grove, CA 95758, USA","point_of_interest, establishment",15,5,"Ok, now that we have access to the charger we needed, things are great. However, we went to three different places looking for a charger that our car could use. At the second location we found one, plugged in, but it didn't work. I called the company and a lovely person tried to fix the situation. When she couldn't, she directed us to the nearest station her company owns. She told me to call back when we got to the station so she could give us a free charging session. I appreciated her efforts and am thankful she made the situation right. Thanks Electrify America!There are no compatible charging ports for my 2013 Nissan Leaf. It isn't clear how the station works. Although I am  an EV NOOB so it might just be me floundering around trying to figure out how to work the station. Anyway, the port did not fit my car so I could not charge my vehicle so that was a bust.The charge points here at this location for my car didn't work, and the people next to me at the fast DC charge ports were having some trouble set it up to charge as well.No issues charging my truck here. Did see some typical Walmart stuff going on, but it didn’t affect me in any way.2 of them were broken. One was occupied with a car with trailer. One was available, so I plugged the car in. It charged for maybe 12 minutes until it stopped working.",3.0
35478,40.81642,-98.37956,40.8160097,-98.3793523,10941,Electrify America Charging Station,OPERATIONAL,"7838 S. Hwy 281 Building A, 7838 US-281, Grand Island, NE 68803, USA","point_of_interest, establishment",7,5,"Used twice during my road trip and it reached 220KW both times. It also charges per minute rather than by power, so it's extremely cheap at this speed. By far the best along this 1000 mile stretch of I-80. Great job Quality Inn!None of the four chargers worked on our 2020 Chevy Bolt.  Had to drive to Kearney to a ChargePoint to get a charge.First charger put out 84kwh second one was not in operation, ended up on the third one without block the only other charger in operation.When it works it's great, when it dosen't its misery.It worked.",3.6
35479,43.01742,-87.96531,43.0172745,-87.9652476,6590,Electrify America Charging Station,OPERATIONAL,"4140 W Greenfield Ave, West Milwaukee, WI 53215, USA","point_of_interest, establishment",11,5,"Updated Review - 12/10/22: I had a small issue to begin with.  The first charger I plugged into my 2021 VW AWD ID.4 Pro S did not work.  Some strange error came up.  In hindsight, I should have taken a pic of it.  So I moved to another station and it worked perfectly.  No issues.  And it was fast. When I got there I was the only car.  When I left there was a BMW iX SUV, a new Volvo XC40 Recharge, and a Ford  Mustang Mach-E.  Pretty popular spot. ————————————————————————— My VW AWD ID.4 Pro S being charged at the EV Connect Charging Station. Original Review: Worked perfect.  No problems.  Well lit.  I felt safe at night while I was charging.  In the Walmart parking lot…. so the restrooms are convenient.  I will definitely go back the next time I need a charge in Milwaukee.Ten chargers - the first two I tried were broken, third one worked. The layout of these ten chargers can only be described as nonsensical - too little space, houses where they shouldn't be. A good start, I guess, but Milwaukee needs far more chargers ASAP.Layout feels awkward, but different vehicles have chargers in different places. It's closer to the store than other Walmart put their electrify America, so it's just a tradeoff.Need MORE charging stations!!!!!!!!! (With better locations!!!)Good experience. First charger I tried worked trouble free.",4.0
35482,36.81105,-97.33646,36.8105017,-97.3365432,12210,Electrify America Charging Station,OPERATIONAL,"4415 W Doolin Ave, Blackwell, OK 74631, USA","point_of_interest, establishment",4,4,"Chargers 01 and 03 functioned as expected. 02 was capped at 30kw due to requiring an update. 04 appeared functional.Looks like the chargers work, don't have an electric care and cannot confirm.  The location is good, right off the interstate, ample space to park and the gas station next door is well maintained.Handy location for these chargers. We need more like this, away from the big cities. That makes long trips easy.  Tonight all chargers had trouble connecting. I called the Help number on the screen and a friendly tech rebooted them for me, stayed on the line until she was sure I was getting a charge.",5.0
35483,41.574,-93.85265,41.5740666,-93.8526028,12452,Electrify America Charging Station,OPERATIONAL,"3105 Grand Prairie Pkwy, Waukee, IA 50263, USA","point_of_interest, establishment",25,5,"Charging limited by station most of the time, would rarely go above 200kw even though I was down to 10%Great convenience store (very keto friendly!); right off the interstate.All's well that end's well. Got to chargers desperately needing to charge to get home (to Omaha,  130 miles)and they were all down!  Another EV driver pulled up in the same situation. ( He was on his way home to KC, 200 miles) Luckily a tech showed up just then and was able to get 2 of them going so we could charge.  Whew!! I was pretty worried,  then very happy! Other driver was too.Terrible!  I have a car that gets ""Free charging"" at EA stations but the app won't activate the charging.  I ALWAYS spend lots of time on phone to company to get it working.Free charge on Earth Day, Thanks EA👍 EA is the best and fastest charging network for road trips if your  EV uses CCS 👍",3.6
35484,41.11293,-101.71872,41.1129363,-101.7185803,12167,Electrify America Charging Station,OPERATIONAL,"201 Pony Express Ln, Ogallala, NE 69153, USA","point_of_interest, establishment",3,3,"Worked great, plenty fastCHAdeMO always unavailableChadmo was offline.  When we checked said it was available and online.",2.3333333333333335
35485,39.70318,-104.82568,39.703182,-104.825677,18,Electrify America Charging Station,OPERATIONAL,"14000 E Exposition Ave, Aurora, CO 80012, USA","point_of_interest, establishment",5,5,"Slowest and most frequently broken electrify America chargers around. Go ahead and try to charge here, you will regret it.The charging station is great but the Walmart has so many things on lockdown inside, and is so concerned about people ripping them off, that you get the feeling that you are in one of the most unsafe areas I have ever been in. I would say that this charging station gets honorable mention for at least being there but be careful, I’m not sure about leaving your $80,000 electric vehicle outside of that Walmart! Inside the store, you got a feeling of fear and that there could be violence at any moment. I think Walmart should shut the store down.A bit crackyOnly one station works all the others are broke",2.25
35487,38.84936,-97.59375,38.8494812,-97.5932338,8270,Electrify America Charging Station,OPERATIONAL,"500 N Ohio St, Salina, KS 67401, USA","point_of_interest, establishment",17,5,"Charges strong and good, easy walk to get coffee and snacks.  I’d grab a squeegee and clean windshield, talk with the locals, very friendly place to come to.  It’s a bit far from I-70, though, appreciate how community accepted electric car as their own.Quick to charge! Pulling 160kw in a '22 F150 Lightning. About 8 minutes 30% to 50%. App was easy to use and I loved how you could see all the details in the app while charging. Quick and easy 1st EV fast charge experience.I must have been close to this place but didn't use their facilities. Gave 3 stars because it is t their fault they were picked up while I was somewhere else.These chargers were slow. Tried them all. Bummer.Good charging. All 4 in working order! And bonus - they have trash cans with a squeegee to clean your windows.",4.2
35488,39.77068,-104.89856,39.7706554,-104.8985589,51,Electrify America Charging Station,OPERATIONAL,"7800 Smith Rd, Denver, CO 80207, USA","point_of_interest, establishment",4,4,80% of the Chargers ARE DOWN,2.0
35490,33.40042,-84.59845,33.4003241,-84.5987049,9400,Electrify America Charging Station,OPERATIONAL,"2717 GA-54, Peachtree City, GA 30269, USA","point_of_interest, establishment",9,5,"Charging is fine if you could get to it! The Walmart is under going renovations so it’s a construction zone. Workers are there to block anyone from getting to the chargers. Electrify America does not have this information on their network and need to update.Slow charging and by the minute.  Slow interface too.  One of the Worst station I ever experienced on a cold day!  Also it’s located in a poor spot away from 85 and most popular area stores!  EA surely has deal with Walmart but that is ok, but incredibly inconvenient if on interstates!!!Chademo works! Charged 2019 Nissan Leaf +28% in 20 mins. No membership required, easy to use.Fast charging while grocery shopping",3.0
35491,38.64298,-121.18864,38.6423204,-121.1881658,5402,Tesla Supercharger,OPERATIONAL,"220 Iron Point Rd, Folsom, CA 95630, USA","point_of_interest, establishment",67,5,"One of the lower rate superchargers along the corridor from Tahoe to Bay Area. Only 150kw so would not be the top choice for those in a rush on the way - there are plenty of 250kw options nearbyThis Tesla Charger needs more stations. We had 2 people ahead of us in the line to charge.While only 4 supercharger spots here, they had been updated a few years ago and have been dependable. There have been a few times when I had to wait, but not very long. With the other Folsom Supercharger offering more options for food and shopping, this one tends to be forgotten.The Supercharger delivers as expected, though it could have been better placed.  To reach the chargers, take the first left-turn into the parking lot from Iron Point Road and then turn right again to enter the parking lot. The four parking spaces are along edge of the lot near Iron Point Road, but roughly in the middle of the lot between the the first and second parking lot entrances.  The location could be better. There is no overhead cover against rain and sun, and nothing above eye-level to indicate where in the parking lot the chargers are located. There's no sidewalk nearby and the short charging cables mean you have to park nose-in and cannot pull through when leaving. The rightmost two parking spots are the most convenient - they back onto an aisle between rows of cars, while the two spots on the left are across from a curb and row of cars, which gives you less space to back out.  The Folsom Premium Outlets are convenient if you are traveling Highway 50, less so if you need to get back onto I-80. The outlet mall is extremely focused on clothing, so options for spending time there while charging during a road trip are limited. Most of the dining options are fast food and most are across Iron Point Road.I visit here a few times a month to charge up. There a few convenience shops and fast food chains in walking distance. Only four spots though so you’ll need to be considerate of other folks.",4.0
35492,39.6136,-104.81337,39.6135949,-104.81337,29,Electrify America Charging Station,OPERATIONAL,"5650 S Chambers Rd, Aurora, CO 80015, USA","point_of_interest, establishment",11,5,"2/4 chargers charging very slowly. Good luck. Wish Electrify America actually addressed the issues with it's chargers.Phone scan and connectivity issues are horrible!Wow, the time is now,go shopping and charge your car..should have built it at least 2 times the size.. I'll still give it 5 stars anyway..Couldn't even get one good waffle, undercooked, and staff complaining about management.Chademo station is in an error state, unusable.",2.4
35493,39.60584,-104.70639,39.605839,-104.7063919,37,Electrify America Charging Station,OPERATIONAL,"6101 S Aurora Pkwy, Aurora, CO 80016, USA","point_of_interest, establishment",8,5,"Is anyone going to fix this station? There's only one available. Is been months.  I get the feeling nobody cares. Please fix it. It makes the app more worth it for me and a bunch of more ev drives.Pulled in Jan 2, dispenser 01 charged around 100-120 kw, multiple stations openNeed specific adapter to charge a Tesla.Need special adapters to charge a...  TESLA.  LameTwo set ups",2.6
35494,38.54566,-121.74202,38.5454216,-121.7420641,7811,Electrify America Charging Station Bank of America,OPERATIONAL,"325 E St, Davis, CA 95616, USA","point_of_interest, establishment",9,5,"Lots of available chargers and a very convenient location.These chargers worked perfectly and charged my car to 100% quickly.  Very well maintained and well-lit parking lot.Although the location lists 8 plugs, there are only 4 stations/parking spots, each having 2 plugs. 2 of the parking stalls are at an angle, and can be a bit tricky if you need to back into the stall. One stall closer to the bank has a larger parking area, but the cord is a bit short and may not reach rear ports unless you back in.  Lots of shops and restaurants within walking distance.  As of March 19th, 2022, one station was out of order. The same station was down the last time I visited in February, so it is a bit disconcerting in terms of maintenance, otherwise the other 3 stations were in good working condition.Really well maintained charging stations and a nice area of Davis with plenty of quick restaurants across the street for a brief break. Highly recommendAll the chargers here are working, which is rare for an EA station.",4.8
35496,41.22747,-95.84654,41.2278889,-95.8457676,2612,Electrify America Charging Station,OPERATIONAL,"3201 Manawa Centre Dr, Council Bluffs, IA 51501, USA","point_of_interest, establishment",10,5,"I love stopping here a getting a free charge in our VW ID4.  Works great, most of the time.  I just hope they install many more.  As more people start driving ev's its going to become a problem. Update:  Still using at least once a week to take advantage of the free juice.  Usually works with no issues.   Fun to talk to other EV owners when they are also there.   Which is becoming more often.Fastest EV chargers in the Omaha metro area by a long shot, but of course your car must support the fast speeds to take full advantage; mine tops out at around 4 mi/min. The area is conveniently located near many areas to shop and eat. I do wish it was a little more centrally located, or that another Wal-Mart closer to the interior of Omaha would install these.I connected to a chademo rapid charger at 4:08 yesterday, the charger immediately malfunctioned (charger error 34) and locked itself to my car.  After an hour on the phone with tech support they agree to dispatch a tech, I am asked to wait at my vehicle (this is 5:30) At 6:30 they call back and say they have been unable to find a tech but are still looking, at 7:30 they call and say a tech will arrive in 2 and a half hours.  At 9:30 they call and say it will be at least another hour.  Keep in mind it's January in Nebraksa and now rolling into evening.  What turned into a stop for a quick 20 minute charge has now become a 6 hour ordeal, and I'm not in the middle of nowhere, I'm in Omaha Nebraska, the largest metro area for several hundred miles.  Each time I spoke to tech support it was clear they had no idea what was happening, or didn't want to tell me, lots of I can't disclose that information.  It became clear the person I had been speaking to all night did not actually dispatch the tech and was not actually communicating with the tech, she was desperately trying to help but also seemed to solidly have her hands tied behind some really truly awful costumer service policies.  Tech finally arrived just after 10:30, at this point I had been stuck for nearly 6 and a half hours, I didn't get home until just after midnight.  So, know, this is a risk you take when you plug into one of these devices, are you prepared to be stuck for 7 plus hours to get that quick charge?Station 3 has card issues and station for only charges to 3 kWh before malfunction. Someone was on station 2 and it was working and station one was work (I had to use that one) also get plug share app to see other reviewsStation could have been located a little further north in the parking lot so my bus wasn’t 10’ into the aisle.",3.2
35497,39.03872,-95.76304,39.0385612,-95.7628361,8267,Electrify America Charging Station,OPERATIONAL,"1501 SW Wanamaker Rd, Topeka, KS 66604, USA","point_of_interest, establishment",3,3,"Just charged up here from 30% to 80% in 30 mins.  They are doing repairs on the lot right next to the chargers so you need to navigate around the fenced off lot.  Barnes and Noble cafe is just across the lot.The entire station is closed right now due to construction. If you find yourself in a tight spot, the homewood suites across the street has a L2 charger that gets about 5.5 kWh.Interesting the first one I see with so many stations to charge vehicles with electricity.",3.6666666666666665
35505,41.12043,-100.75956,41.1202687,-100.7593629,10957,Electrify America Charging Station,OPERATIONAL,"1401 S Dewey St, North Platte, NE 69101, USA","point_of_interest, establishment",2,2,Great ! People complain about EA network. I believe we have red neck problem and not charging network problem.  2 clunkers blocking charging station.,5.0
35507,40.26144,-103.77111,40.2614175,-103.7711009,12158,Electrify America Charging Station,OPERATIONAL,"1300 Barlow Rd, Fort Morgan, CO 80701, USA","point_of_interest, establishment",4,4,"Works, but seemingly throttled to 60KW at the time of my visit. The next EA station is 168 miles out, so you have little choice but to wait and get a full charge from this slow one.Trying to charge to get to ogallala and it only charges 7kw then kicks up off or it doesn't charge at all. What a pain. This needs to be more reliable since this is my fuel.Needs a trash can",2.6666666666666665
35508,40.81449,-96.7491,40.8143247,-96.7491755,12588,Electrify America Charging Station,OPERATIONAL,"110 NW 20th St, Lincoln, NE 68528, USA","point_of_interest, establishment",17,5,"350 kw charger rate limited for maintenance?!?!?  But charging like I’ve got an ID.4.This charger does not deliver power as fast as advertised. It takes longer to charge than it should.Great charging session but this station needs maintenance. Casey’s was awesome tooElectrify America chargers are a pain to line up with the charging slot if they will even reach. We usually need to park as crooked as possible to make them work, but at least they have fast chargers (unless you need ChadeMo)Easy to get to and use. It was great to be able to go into Casey's for snacks and a bathroom break while it charged.",3.6
35510,38.64163,-121.53259,38.6416768,-121.5324723,7821,Electrify America Charging Station,OPERATIONAL,"3270 Arena Blvd, Sacramento, CA 95834, USA","point_of_interest, establishment",2,2,"Junk = 3270 Arena Blvd, Sacramento Charged at 7-13 kW over 10min Finally left to find another charger2 hour wait for a working charger.. frustrating.",1.5
35512,39.28731,-103.06136,39.287311,-103.061362,15068,Electrify America Charging Station,OPERATIONAL,"17044 Co Rd 5, Flagler, CO 80815, USA","point_of_interest, establishment",2,2,"Stopped to charge on a road trip from Oregon to Tennessee. Out of the 4 charging stations, 1 worked on our way there, with us reaching out to EA customer service in order to report issues for the other ones and start charging on the one that did work. As we reluctantly stopped on our way home to Oregon, only two stations were working. The ""up to 350 kW"" was reduced to 50 kW, and the one EA said was working at full capacity via their app (up to 150 kW) was only at half capacity. Out of all of our many charging stops across the US, mostly on I70, this is the only stop that has been unreliable. 2 stars because we could charge but with disruption and heavy delay to our trip.Charger 01 was fully functional and charging at the expected rate, Chargers 02 and 04 advertised a reduced rate due to updating, and Charger 03 was out of service. Update: same status as of 4/29",2.5
35521,38.30253,-76.52266,38.3029355,-76.5224496,13829,Tesla Supercharger,OPERATIONAL,"44940 St Andrews Church Rd, California, MD 20619, USA","point_of_interest, establishment",4,4,Nicely located spot with plenty of food and retail choices in the plaza. Spots are a little tight to back into when it's busy.Near Starbucks and Harris Teeter and Mod Pizza.,5.0
35522,38.1321,-78.43472,38.1321263,-78.434453,1843,Tesla Supercharger,OPERATIONAL,"3267 Proffit Rd, Charlottesville, VA 22911, USA","point_of_interest, establishment",3,3,Worst electric cars on the market by far! The steering wheels fall off.At a WaWa but nothing else within walking distance.250W supercharger!,3.3333333333333335
