query,name,lat,lng,rating,user_ratings_total,place_id,docid,rel
"42.3728, -83.0627",ChargePoint Charging Station,42.3456649,-83.039748,1.0,4,ChIJX3JCkdbSJIgRktCXv2QEIJk,193714,3
"42.3728, -83.0627",ChargePoint Charging Station,42.329358,-83.0465045,0.0,0,ChIJ98TMNCUtO4gRSE1u_8R8mnM,120988,3
"42.3728, -83.0627",ChargePoint Charging Station,42.3598254,-83.06308949999999,2.0,2,ChIJKzeEkb3SJIgRxLPMj6ODFMU,173084,2
"42.3728, -83.0627",ChargePoint Charging Station,42.3342835,-83.04618820000002,0.0,0,ChIJyRGGFy4tO4gRSKECR2Dmv_s,78476,2
"42.3728, -83.0627",ChargePoint Charging Station,42.3648931,-83.084758,0.0,0,ChIJ7YOp1mbNJIgR9zAq-epF4ew,213589,2
"42.3728, -83.0627",ChargePoint Charging Station,42.3311838,-83.0486875,0.0,0,ChIJaREKdDAtO4gRkDad-GDh8O0,88103,2
"42.3728, -83.0627",Electric Vehicle Charging Station,42.3347871,-83.06064250000001,4.4,10,ChIJlwi5TkgtO4gRweh9UNcPYtU,40603,2
"42.3728, -83.0627",ChargePoint Charging Station,42.337812,-83.06840419999999,3.5,2,ChIJA07HdlItO4gR8oxzlVyDNV4,235954,1
"42.3728, -83.0627",ChargePoint Charging Station,42.3692773,-83.07385939999999,0.0,0,ChIJt5z0hpzSJIgRexeu5bfly7A,78488,1
"42.3728, -83.0627",ChargePoint Charging Station,42.3575257,-83.0631741,0.0,0,ChIJNfuPJrzSJIgR773T5RIAS08,64730,1
"42.3728, -83.0627",ChargePoint Charging Station,42.3348553,-83.0470752,0.0,0,ChIJd3PR_DEtO4gR4374ErEspbk,78474,1
"42.2616, -83.7466",Electrify America Charging Station,42.229493,-83.6492643,3.7,38,ChIJxRal65CoPIgR4ke6WJkQ6N8,145371,4
"42.2616, -83.7466",EVgo Charging Station,42.244709,-83.738976,4.2,9,ChIJ94zis7-vPIgRt5PBPVivWww,228549,4
"42.2616, -83.7466",Tesla Supercharger,42.241125,-83.766522,4.5,93,ChIJfaDI2iKxPIgRj5ZJpZ6zWIM,102221,4
"42.2616, -83.7466",Tesla Supercharger,42.23278930000001,-83.6785266,4.3,14,ChIJwWYuDSipPIgRLN6Mo7lsc78,237632,4
"42.2616, -83.7466",Shell Recharge Charging Station,42.2863464,-83.842995,2.0,1,ChIJYwJiwTWxPIgRF1pZfzDcb68,164341,4
"42.2616, -83.7466",ChargePoint Charging Station,42.2507427,-83.66150710000001,5.0,1,ChIJ49PRf9uoPIgR18ZqdfeOZyo,202411,3
"42.2616, -83.7466",ChargePoint Charging Station,42.2405142,-83.7660396,2.7,9,ChIJHf5ykx6wPIgRFV0iZ2LL9rQ,102221,3
"42.2616, -83.7466",ChargePoint Charging Station,42.379033,-83.75906599999999,4.5,4,ChIJ_32B91StPIgRgIFlgaR-x_I,191538,3
"42.2616, -83.7466",ChargePoint Charging Station,42.283862,-83.809496,0.0,0,ChIJleGocAuxPIgRMwQ_UkcuOm4,44287,3
"42.2616, -83.7466",ChargePoint Charging Station,42.32176,-83.70742299999999,4.0,1,ChIJA0iYsUesPIgRdgwonzG2-oI,235554,3
"42.2616, -83.7466",ZEF Energy Charging Station,42.2263103,-83.62309309999999,0.0,0,ChIJ4cytJnCoPIgR0gJrxhuDzq4,261477,2
"42.2616, -83.7466",EV Connect Charging Station,42.3280837,-83.8706442,5.0,1,ChIJ6e-rhT-0PIgRb6GWgTkZMu0,216274,2
"42.2616, -83.7466",ChargePoint Charging Station,42.2687982,-83.7478285,5.0,1,ChIJJaL7aTGuPIgRLbia4HcdYlQ,198009,2
"42.2616, -83.7466",Blink Charging Station,42.273908,-83.7912147,0.0,0,ChIJg2NP87CxPIgRdypKKCvpsJQ,312394,2
"42.2616, -83.7466",Shell Recharge Charging Station,42.2612403,-83.7376507,0.0,0,ChIJqQt7wrSvPIgRmtuX4n1vkAQ,188119,2
"42.2616, -83.7466",ChargePoint Charging Station,42.2782194,-83.7479889,0.0,0,ChIJoUdRcjyuPIgRXbcFsHHtr4E,223009,1
"42.2616, -83.7466",ChargePoint Charging Station,42.2805837,-83.74776299999999,0.0,0,ChIJqaBDyD2uPIgRyHZGcOkTPFs,223038,1
"42.2616, -83.7466",ChargePoint Charging Station,42.197633,-83.700681,0.0,0,ChIJgR3RIr-lPIgR8GaOcGbQ3t8,164113,1
"42.331407, -83.034894",Electric Vehicle Charging Station,42.3471254,-82.96416359999999,5.0,1,ChIJM2XAJWnVJIgRHt5xMKk0CLk,261230,4
"42.331407, -83.034894",Red E Charging Station,42.36316,-83.09436,5.0,2,ChIJL26J5GnNJIgRJjf7Tx-45Mc,233096,3
"42.331407, -83.034894",ChargePoint Charging Station,42.334755,-83.056015,3.5,4,ChIJl0TgQTYtO4gREqT9NLzh_HI,145077,3
"42.331407, -83.034894",ChargePoint Charging Station,42.3456649,-83.039748,1.0,4,ChIJX3JCkdbSJIgRktCXv2QEIJk,193714,2
"42.331407, -83.034894",ChargePoint Charging Station,42.329358,-83.0465045,0.0,0,ChIJ98TMNCUtO4gRSE1u_8R8mnM,120988,2
"42.331407, -83.034894",ChargePoint Charging Station,42.3598254,-83.06308949999999,2.0,2,ChIJKzeEkb3SJIgRxLPMj6ODFMU,173084,2
"42.331407, -83.034894",ChargePoint Charging Station,42.3342835,-83.04618820000002,0.0,0,ChIJyRGGFy4tO4gRSKECR2Dmv_s,78476,2
"42.331407, -83.034894",ChargePoint Charging Station,42.3648931,-83.084758,0.0,0,ChIJ7YOp1mbNJIgR9zAq-epF4ew,213589,2
"42.331407, -83.034894",ChargePoint Charging Station,42.3311838,-83.0486875,0.0,0,ChIJaREKdDAtO4gRkDad-GDh8O0,88103,1
"42.331407, -83.034894",Electric Vehicle Charging Station,42.3347871,-83.06064250000001,4.4,10,ChIJlwi5TkgtO4gRweh9UNcPYtU,40603,1
"42.331407, -83.034894",ChargePoint Charging Station,42.337812,-83.06840419999999,3.5,2,ChIJA07HdlItO4gR8oxzlVyDNV4,235954,1
"42.360003, -82.989288",Electric Vehicle Charging Station,42.3471254,-82.96416359999999,5.0,1,ChIJM2XAJWnVJIgRHt5xMKk0CLk,261230,4
"42.360003, -82.989288",Red E Charging Station,42.36316,-83.09436,5.0,2,ChIJL26J5GnNJIgRJjf7Tx-45Mc,233096,4
"42.360003, -82.989288",ChargePoint Charging Station,42.334755,-83.056015,3.5,4,ChIJl0TgQTYtO4gREqT9NLzh_HI,145077,3
"42.360003, -82.989288",ChargePoint Charging Station,42.3456649,-83.039748,1.0,4,ChIJX3JCkdbSJIgRktCXv2QEIJk,193714,3
"42.360003, -82.989288",ChargePoint Charging Station,42.329358,-83.0465045,0.0,0,ChIJ98TMNCUtO4gRSE1u_8R8mnM,120988,3
"42.360003, -82.989288",ChargePoint Charging Station,42.3598254,-83.06308949999999,2.0,2,ChIJKzeEkb3SJIgRxLPMj6ODFMU,173084,3
"42.360003, -82.989288",ChargePoint Charging Station,42.3342835,-83.04618820000002,0.0,0,ChIJyRGGFy4tO4gRSKECR2Dmv_s,78476,2
"42.360003, -82.989288",ChargePoint Charging Station,42.3648931,-83.084758,0.0,0,ChIJ7YOp1mbNJIgR9zAq-epF4ew,213589,2
"42.360003, -82.989288",ChargePoint Charging Station,42.3311838,-83.0486875,0.0,0,ChIJaREKdDAtO4gRkDad-GDh8O0,88103,2
"42.360003, -82.989288",Electric Vehicle Charging Station,42.3347871,-83.06064250000001,4.4,10,ChIJlwi5TkgtO4gRweh9UNcPYtU,40603,2
"42.360003, -82.989288",ChargePoint Charging Station,42.337812,-83.06840419999999,3.5,2,ChIJA07HdlItO4gR8oxzlVyDNV4,235954,1
"42.360003, -82.989288",ChargePoint Charging Station,42.3692773,-83.07385939999999,0.0,0,ChIJt5z0hpzSJIgRexeu5bfly7A,78488,1
"42.360003, -82.989288",ChargePoint Charging Station,42.3575257,-83.0631741,0.0,0,ChIJNfuPJrzSJIgR773T5RIAS08,64730,1
"42.360003, -82.989288",ChargePoint Charging Station,42.3348553,-83.0470752,0.0,0,ChIJd3PR_DEtO4gR4374ErEspbk,78474,1
"42.360082, -71.058880",EVgo Charging Station,42.34755630000001,-71.0788307,1.8,5,ChIJ2SQi7A1644kRK6FCsid90dM,228408,5
"42.360082, -71.058880",Tesla Supercharger,42.3685,-71.0762,3.6,37,ChIJyTIjSbxw44kR42noLPbO8NE,102198,4
"42.360082, -71.058880",Volta Charging Station,42.36813770000001,-71.0770739,0.0,0,ChIJr1FTTrxw44kRObNgzo6WZLc,102198,4
"42.360082, -71.058880",AmpUp Charging Station,42.357081,-71.0502209,0.0,0,ChIJBWjDZodw44kRMY8y1qn6L1Q,189262,4
"42.360082, -71.058880",ChargePoint Charging Station,42.3466352,-71.0658115,0.0,0,ChIJJ7I0CnF644kR3npj6q73GYU,201898,4
"42.360082, -71.058880",ChargePoint Charging Station,42.366762,-71.051174,1.0,1,ChIJqxZqaopw44kRIOOuSppwq5Y,206103,4
"42.360082, -71.058880",ChargePoint Charging Station,42.3647688,-71.0806135,0.0,0,ChIJo1bhu6Rw44kR3nnpPDqHNqU,169876,3
"42.360082, -71.058880",ChargePoint Charging Station,42.341322,-71.0628756,0.0,0,ChIJhXZqnm9644kRn_T_yuSo_Kc,179969,3
"42.360082, -71.058880",ChargePoint Charging Station,42.361837,-71.08487099999999,0.0,0,ChIJH2z1_KVw44kRHjqlw5ACcbQ,165491,3
"42.360082, -71.058880",ChargePoint Charging Station,42.362423,-71.05902,1.0,1,ChIJyRt6g49w44kRXkRwVjGqqGQ,192642,3
"42.360082, -71.058880",ChargePoint Charging Station,42.3658922,-71.0634254,4.0,2,ChIJZ7-duJFw44kR2gAjqOlOn34,161907,3
"42.360082, -71.058880",ChargePoint Charging Station,42.36172,-71.08466,0.0,0,ChIJf-vW4qVw44kRpsT3hjczThI,189601,2
"42.360082, -71.058880",Blink Charging Station,42.34738410000001,-71.0412592,0.0,0,ChIJUw63VoJ644kR9OXV6TYhKk0,225278,2
"42.360082, -71.058880",ChargePoint Charging Station,42.350852,-71.045492,0.0,0,ChIJWXFXaH9w44kRu2Oh-VGnJKw,161921,2
"42.360082, -71.058880",ChargePoint Charging Station,42.3452156,-71.064448,0.0,0,ChIJ____SnB644kRRsDdg9rln6Y,161821,2
"42.360082, -71.058880",ChargePoint Charging Station,42.3631838,-71.0835614,0.0,0,ChIJ50qZvKVw44kRq6aLm5aWfHk,165491,2
"42.360082, -71.058880",ChargePoint Charging Station,42.3715757,-71.07144319999999,0.0,0,ChIJQ__hDpVw44kR2JcALhzmqD8,147502,1
"42.360082, -71.058880",ChargePoint Charging Station,42.3727272,-71.0781236,0.0,0,ChIJ482CIr9w44kRfWO-tIAkKXA,161952,1
"42.360082, -71.058880",ChargePoint Charging Station,42.3559119,-71.0526683,0.0,0,ChIJ4Q4v1IBw44kR-zhi818gSXI,161923,1
"42.360082, -71.058880",ChargePoint Charging Station,42.344205,-71.0638097,0.0,0,ChIJNSpcJHB644kR64q5c96-LA8,202537,1
"42.475504, -83.633788",Electrify America Charging Station,42.4820552,-83.47230259999999,4.0,45,ChIJ_cZ0qDGvJIgRfvRbH7kT8fg,145401,5
"42.475504, -83.633788",RED E Charging Station,42.5071567,-83.5363004,3.9,9,ChIJae0DyEqpJIgRg7oTvFY20vQ,235596,4
"42.475504, -83.633788",ChargePoint Charging Station,42.549968,-83.788865,2.3,6,ChIJWf-9smhFI4gR0_kwskM6P9g,193533,4
"42.475504, -83.633788",EVgo Charging Station,42.491241,-83.51436939999999,2.3,6,ChIJB9bDItGoJIgRVqldsJjVgOo,227964,4
"42.475504, -83.633788",Chevrolet Charging Station,42.5156418,-83.6082638,0.0,0,ChIJNSdAHexXI4gRPIcuN1_otCo,104279,4
"42.475504, -83.633788",Chevrolet Charging Station,42.4777938,-83.4650851,0.0,0,ChIJ9bToTf-uJIgRSODpShCP0K4,104280,4
"42.475504, -83.633788",ChargePoint Charging Station,42.379033,-83.75906599999999,4.5,4,ChIJ_32B91StPIgRgIFlgaR-x_I,191538,3
"42.475504, -83.633788",Tesla Destination Charger,42.4313499,-83.4839471,3.5,13,ChIJDRVjvj2sJIgRibhKCGayN9c,150714,3
"42.475504, -83.633788",Blink Charging Station,42.5501893,-83.78969219999999,0.0,0,ChIJS0o4T29FI4gRgJMA_FmYK6k,193533,3
"42.475504, -83.633788",ChargePoint Charging Station,42.532159,-83.49287,3.3,3,ChIJkzAcxfGlJIgR7N1ddy5WbB4,203282,3
"42.475504, -83.633788",ChargePoint Charging Station,42.510047,-83.452788,0.0,0,ChIJ10y_E5CvJIgRubRAo8WXCxA,235070,3
"42.475504, -83.633788",ChargePoint Charging Station,42.509491,-83.466377,1.0,1,ChIJxVV7rXevJIgRhB4DnMzWHps,218982,2
"42.475504, -83.633788",ChargePoint Charging Station,42.5277052,-83.5364476,5.0,1,ChIJuyEgqiemJIgRzamU69lba1Q,170982,2
"42.475504, -83.633788",ChargePoint Charging Station,42.475853,-83.45591000000002,0.0,0,ChIJX3KTmFGuJIgREWRmbTp8k9Q,226244,2
"42.475504, -83.633788",ChargePoint Charging Station,42.542601,-83.514612,0.0,0,ChIJtQBD5wymJIgRfUe5E2AhVJw,234552,2
"42.475504, -83.633788",ChargePoint Charging Station,42.570371,-83.46290499999999,0.0,0,ChIJm47iivekJIgRWhC5cpfgj2s,234478,2
"42.475504, -83.633788",ChargePoint Charging Station,42.548742,-83.4685911,0.0,0,ChIJ1R8OZ6alJIgRO0FC8fYdSCQ,200581,1
"42.475504, -83.633788",ChargePoint Charging Station,42.565621,-83.50115,0.0,0,ChIJOZ2NeiykJIgRtbO1uVvyzTA,170985,1
"42.475504, -83.633788",ChargePoint Charging Station,42.546527,-83.54224099999999,5.0,2,ChIJ26BdyEmmJIgRBTrBzf3x6gU,200583,1
"42.475504, -83.633788",Blink Charging Station,42.3584956,-83.4639895,0.0,0,ChIJbxEYJNZSO4gRK1ypcmCQM-0,310327,1
"42.310378, -83.214397",EVgo Charging Station,42.3809656,-83.3342232,2.5,6,ChIJh4A0Zp60JIgRFfB7fa5UwAs,255438,5
"42.310378, -83.214397",Tesla Supercharger,42.379388,-83.32953499999999,4.3,112,ChIJn6I0TZ-0JIgRW0E1pZh37w4,102229,4
"42.310378, -83.214397",Red E Charging Station,42.36316,-83.09436,5.0,2,ChIJL26J5GnNJIgRJjf7Tx-45Mc,233096,4
"42.310378, -83.214397",ChargePoint Charging Station,42.334755,-83.056015,3.5,4,ChIJl0TgQTYtO4gREqT9NLzh_HI,145077,3
"42.310378, -83.214397",ChargePoint Charging Station,42.3698623,-83.3725039,3.3,6,ChIJj1rL8yWzJIgRELkcaBm4ueM,149830,3
"42.310378, -83.214397",Shell Recharge Charging Station,42.2798062,-83.2039506,3.3,4,ChIJV1VVsS00O4gRmG5AqfmCw-A,237795,3
"42.310378, -83.214397",ChargePoint Charging Station,42.3456649,-83.039748,1.0,4,ChIJX3JCkdbSJIgRktCXv2QEIJk,193714,3
"42.310378, -83.214397",ChargePoint Charging Station,42.329358,-83.0465045,0.0,0,ChIJ98TMNCUtO4gRSE1u_8R8mnM,120988,3
"42.310378, -83.214397",ChargePoint Charging Station,42.3598254,-83.06308949999999,2.0,2,ChIJKzeEkb3SJIgRxLPMj6ODFMU,173084,2
"42.310378, -83.214397",ChargePoint Charging Station,42.3342835,-83.04618820000002,0.0,0,ChIJyRGGFy4tO4gRSKECR2Dmv_s,78476,2
"42.310378, -83.214397",ChargePoint Charging Station,42.3648931,-83.084758,0.0,0,ChIJ7YOp1mbNJIgR9zAq-epF4ew,213589,2
"42.310378, -83.214397",ChargePoint Charging Station,42.3311838,-83.0486875,0.0,0,ChIJaREKdDAtO4gRkDad-GDh8O0,88103,2
"42.310378, -83.214397",Electric Vehicle Charging Station,42.3347871,-83.06064250000001,4.4,10,ChIJlwi5TkgtO4gRweh9UNcPYtU,40603,1
"42.310378, -83.214397",ChargePoint Charging Station,42.337812,-83.06840419999999,3.5,2,ChIJA07HdlItO4gR8oxzlVyDNV4,235954,1
"42.310378, -83.214397",ChargePoint Charging Station,42.3692773,-83.07385939999999,0.0,0,ChIJt5z0hpzSJIgRexeu5bfly7A,78488,1
"42.310378, -83.214397",ChargePoint Charging Station,42.1857934,-83.1857715,0.0,0,ChIJfSmaXOc5O4gRbwyr40kU_GA,88560,1
"42.729669, -83.223969",EVgo Charging Station,42.643408,-83.204495,3.7,7,ChIJQZ-KesrBJIgRSQde8wVPr28,228684,5
"42.729669, -83.223969",Tesla Supercharger,42.7068721,-83.2893411,4.3,85,ChIJM8ynEP6UJIgREZL7dTkBCMI,102222,4
"42.729669, -83.223969",Electric Vehicle Charging Station,42.6898431,-83.3859344,0.0,0,ChIJyZAor-yXJIgRolxDR53oxis,235601,4
"42.729669, -83.223969",EVgo Charging Station,42.7013211,-83.296803,2.8,4,ChIJXwca77GVJIgRgpG_iOYbzZY,235107,4
"42.729669, -83.223969",Blink Charging Station,42.6730025,-83.24551459999999,0.0,0,ChIJuRRq2a3qJIgRfxmrZNJLImk,310686,4
"42.729669, -83.223969",ChargePoint Charging Station,42.6335364,-83.2211512,4.0,4,ChIJq6qD2FrAJIgRJjhiysfmZvA,40596,3
"42.729669, -83.223969",ChargePoint Charging Station,42.6705482,-83.22163499999999,0.0,0,ChIJq6pOrJvqJIgRrD9qJCcvi-k,46094,3
"42.729669, -83.223969",ChargePoint Charging Station,42.6844217,-83.19216879999999,0.0,0,ChIJh4_J20PqJIgRx7QalPUpmpQ,116834,3
"42.729669, -83.223969",ChargePoint Charging Station,42.653719,-83.3730303,0.0,0,ChIJG1UFsZi9JIgRSXhSpzUXnfI,226621,3
"42.729669, -83.223969",Sun Country Highway Charging Station,42.7068721,-83.28934149999999,0.0,0,ChIJoxSjEP6UJIgRbrwSK2fvK2U,102222,3
"42.729669, -83.223969",ChargePoint Charging Station,42.6516387,-83.36767499999999,0.0,0,ChIJy8wcRr29JIgRG13JPgZZCus,241260,2
"42.729669, -83.223969",ChargePoint Charging Station,42.6115123,-83.300517,0.0,0,ChIJI9q3G-e-JIgRPKVUbHl7l-0,205013,2
"42.729669, -83.223969",ChargePoint Charging Station,42.5974764,-83.1637298,5.0,1,ChIJH-757OHDJIgRbRFCw6FrFa8,193801,2
"42.729669, -83.223969",ChargePoint Charging Station,42.6137964,-83.30547729999999,0.0,0,ChIJl_8_5ui-JIgR_N9MQdDfeEY,169955,2
"42.729669, -83.223969",ChargePoint Charging Station,42.665993,-83.269392,0.0,0,ChIJZ5pbK-C_JIgRVzIkpG5w7YQ,235551,1
"42.729669, -83.223969",ChargePoint Charging Station,42.634792,-83.288153,0.0,0,ChIJESo1J6y_JIgRjWjI3AlCoCM,225090,1
"42.729669, -83.223969",ChargePoint Charging Station,42.737948,-83.3791169,0.0,0,ChIJAZ1TfCeXJIgRqd1kpBHHmz0,206299,1
"42.729669, -83.223969",ChargePoint Charging Station,42.5969539,-83.1670863,0.0,0,ChIJA5XjLF_BJIgRUcl6ByrxUlE,77196,1
"42.2602, -83.6912",Electrify America Charging Station,42.229493,-83.6492643,3.7,38,ChIJxRal65CoPIgR4ke6WJkQ6N8,145371,4
"42.2602, -83.6912",EVgo Charging Station,42.244709,-83.738976,4.2,9,ChIJ94zis7-vPIgRt5PBPVivWww,228549,4
"42.2602, -83.6912",Tesla Supercharger,42.241125,-83.766522,4.5,93,ChIJfaDI2iKxPIgRj5ZJpZ6zWIM,102221,4
"42.2602, -83.6912",Tesla Supercharger,42.23278930000001,-83.6785266,4.3,14,ChIJwWYuDSipPIgRLN6Mo7lsc78,237632,4
"42.2602, -83.6912",Shell Recharge Charging Station,42.2863464,-83.842995,2.0,1,ChIJYwJiwTWxPIgRF1pZfzDcb68,164341,4
"42.2602, -83.6912",ChargePoint Charging Station,42.2507427,-83.66150710000001,5.0,1,ChIJ49PRf9uoPIgR18ZqdfeOZyo,202411,3
"42.2602, -83.6912",ChargePoint Charging Station,42.2405142,-83.7660396,2.7,9,ChIJHf5ykx6wPIgRFV0iZ2LL9rQ,102221,3
"42.2602, -83.6912",ChargePoint Charging Station,42.379033,-83.75906599999999,4.5,4,ChIJ_32B91StPIgRgIFlgaR-x_I,191538,3
"42.2602, -83.6912",ChargePoint Charging Station,42.283862,-83.809496,0.0,0,ChIJleGocAuxPIgRMwQ_UkcuOm4,44287,3
"42.2602, -83.6912",ChargePoint Charging Station,42.32176,-83.70742299999999,4.0,1,ChIJA0iYsUesPIgRdgwonzG2-oI,235554,3
"42.2602, -83.6912",ZEF Energy Charging Station,42.2263103,-83.62309309999999,0.0,0,ChIJ4cytJnCoPIgR0gJrxhuDzq4,261477,2
"42.2602, -83.6912",EV Connect Charging Station,42.3280837,-83.8706442,5.0,1,ChIJ6e-rhT-0PIgRb6GWgTkZMu0,216274,2
"42.2602, -83.6912",ChargePoint Charging Station,42.2687982,-83.7478285,5.0,1,ChIJJaL7aTGuPIgRLbia4HcdYlQ,198009,2
"42.2602, -83.6912",Blink Charging Station,42.273908,-83.7912147,0.0,0,ChIJg2NP87CxPIgRdypKKCvpsJQ,312394,2
"42.2602, -83.6912",Shell Recharge Charging Station,42.2612403,-83.7376507,0.0,0,ChIJqQt7wrSvPIgRmtuX4n1vkAQ,188119,2
"42.2602, -83.6912",ChargePoint Charging Station,42.2782194,-83.7479889,0.0,0,ChIJoUdRcjyuPIgRXbcFsHHtr4E,223009,1
"42.2602, -83.6912",ChargePoint Charging Station,42.2805837,-83.74776299999999,0.0,0,ChIJqaBDyD2uPIgRyHZGcOkTPFs,223038,1
"42.2602, -83.6912",ChargePoint Charging Station,42.197633,-83.700681,0.0,0,ChIJgR3RIr-lPIgR8GaOcGbQ3t8,164113,1
"42.331741, -83.044872",Electric Vehicle Charging Station,42.3471254,-82.96416359999999,5.0,1,ChIJM2XAJWnVJIgRHt5xMKk0CLk,261230,4
"42.331741, -83.044872",Red E Charging Station,42.36316,-83.09436,5.0,2,ChIJL26J5GnNJIgRJjf7Tx-45Mc,233096,3
"42.331741, -83.044872",ChargePoint Charging Station,42.334755,-83.056015,3.5,4,ChIJl0TgQTYtO4gREqT9NLzh_HI,145077,3
"42.331741, -83.044872",ChargePoint Charging Station,42.3456649,-83.039748,1.0,4,ChIJX3JCkdbSJIgRktCXv2QEIJk,193714,2
"42.331741, -83.044872",ChargePoint Charging Station,42.329358,-83.0465045,0.0,0,ChIJ98TMNCUtO4gRSE1u_8R8mnM,120988,2
"42.331741, -83.044872",ChargePoint Charging Station,42.3598254,-83.06308949999999,2.0,2,ChIJKzeEkb3SJIgRxLPMj6ODFMU,173084,2
"42.331741, -83.044872",ChargePoint Charging Station,42.3342835,-83.04618820000002,0.0,0,ChIJyRGGFy4tO4gRSKECR2Dmv_s,78476,2
"42.331741, -83.044872",ChargePoint Charging Station,42.3648931,-83.084758,0.0,0,ChIJ7YOp1mbNJIgR9zAq-epF4ew,213589,2
"42.331741, -83.044872",ChargePoint Charging Station,42.3311838,-83.0486875,0.0,0,ChIJaREKdDAtO4gRkDad-GDh8O0,88103,1
"42.331741, -83.044872",Electric Vehicle Charging Station,42.3347871,-83.06064250000001,4.4,10,ChIJlwi5TkgtO4gRweh9UNcPYtU,40603,1
"42.331741, -83.044872",ChargePoint Charging Station,42.337812,-83.06840419999999,3.5,2,ChIJA07HdlItO4gR8oxzlVyDNV4,235954,1
"42.316784, -83.997439",Shell Recharge Charging Station,42.2863464,-83.842995,2.0,1,ChIJYwJiwTWxPIgRF1pZfzDcb68,164341,5
"42.316784, -83.997439",EV Connect Charging Station,42.3280837,-83.8706442,5.0,1,ChIJ6e-rhT-0PIgRb6GWgTkZMu0,216274,4
"42.316784, -83.997439",ChargePoint Charging Station,42.3140574,-84.0175962,1.0,1,ChIJ3f9PKKvOPIgRGXmV1Zqn69c,213352,4
"42.316784, -83.997439",ChargePoint Charging Station,42.3177617,-84.01927099999999,2.0,1,ChIJqf9jywHMPIgRADLvGf7XhVQ,194142,3
"42.316784, -83.997439",ChargePoint Charging Station,42.315864,-84.02152799999999,0.0,0,ChIJaz-gGarOPIgRMqUZkf5gen4,194141,3
"42.316784, -83.997439",ChargePoint Charging Station,42.3309816,-83.88588490000001,0.0,0,ChIJM-QcR0q0PIgRPAvP33o5xSs,79919,2
"42.316784, -83.997439",Blink Charging Station,42.3146638,-84.03611000000001,0.0,0,ChIJ9YtLsKHOPIgR9I6arDiPcSE,310400,2
"42.316784, -83.997439",Electric Circuit Charging Station,42.28634599999999,-83.842995,0.0,0,ChIJifhhwTWxPIgRKpwfIVJn5IU,164341,1
"42.2796, -83.7437",Electrify America Charging Station,42.229493,-83.6492643,3.7,38,ChIJxRal65CoPIgR4ke6WJkQ6N8,145371,4
"42.2796, -83.7437",EVgo Charging Station,42.244709,-83.738976,4.2,9,ChIJ94zis7-vPIgRt5PBPVivWww,228549,4
"42.2796, -83.7437",Tesla Supercharger,42.241125,-83.766522,4.5,93,ChIJfaDI2iKxPIgRj5ZJpZ6zWIM,102221,4
"42.2796, -83.7437",Tesla Supercharger,42.23278930000001,-83.6785266,4.3,14,ChIJwWYuDSipPIgRLN6Mo7lsc78,237632,4
"42.2796, -83.7437",Shell Recharge Charging Station,42.2863464,-83.842995,2.0,1,ChIJYwJiwTWxPIgRF1pZfzDcb68,164341,4
"42.2796, -83.7437",ChargePoint Charging Station,42.2507427,-83.66150710000001,5.0,1,ChIJ49PRf9uoPIgR18ZqdfeOZyo,202411,3
"42.2796, -83.7437",ChargePoint Charging Station,42.2405142,-83.7660396,2.7,9,ChIJHf5ykx6wPIgRFV0iZ2LL9rQ,102221,3
"42.2796, -83.7437",ChargePoint Charging Station,42.379033,-83.75906599999999,4.5,4,ChIJ_32B91StPIgRgIFlgaR-x_I,191538,3
"42.2796, -83.7437",ChargePoint Charging Station,42.283862,-83.809496,0.0,0,ChIJleGocAuxPIgRMwQ_UkcuOm4,44287,3
"42.2796, -83.7437",ChargePoint Charging Station,42.32176,-83.70742299999999,4.0,1,ChIJA0iYsUesPIgRdgwonzG2-oI,235554,3
"42.2796, -83.7437",ZEF Energy Charging Station,42.2263103,-83.62309309999999,0.0,0,ChIJ4cytJnCoPIgR0gJrxhuDzq4,261477,2
"42.2796, -83.7437",EV Connect Charging Station,42.3280837,-83.8706442,5.0,1,ChIJ6e-rhT-0PIgRb6GWgTkZMu0,216274,2
"42.2796, -83.7437",ChargePoint Charging Station,42.2687982,-83.7478285,5.0,1,ChIJJaL7aTGuPIgRLbia4HcdYlQ,198009,2
"42.2796, -83.7437",Blink Charging Station,42.273908,-83.7912147,0.0,0,ChIJg2NP87CxPIgRdypKKCvpsJQ,312394,2
"42.2796, -83.7437",Shell Recharge Charging Station,42.2612403,-83.7376507,0.0,0,ChIJqQt7wrSvPIgRmtuX4n1vkAQ,188119,2
"42.2796, -83.7437",ChargePoint Charging Station,42.2782194,-83.7479889,0.0,0,ChIJoUdRcjyuPIgRXbcFsHHtr4E,223009,1
"42.2796, -83.7437",ChargePoint Charging Station,42.2805837,-83.74776299999999,0.0,0,ChIJqaBDyD2uPIgRyHZGcOkTPFs,223038,1
"42.2796, -83.7437",ChargePoint Charging Station,42.197633,-83.700681,0.0,0,ChIJgR3RIr-lPIgR8GaOcGbQ3t8,164113,1
"42.328725, -83.039837",Electric Vehicle Charging Station,42.3471254,-82.96416359999999,5.0,1,ChIJM2XAJWnVJIgRHt5xMKk0CLk,261230,4
"42.328725, -83.039837",Red E Charging Station,42.36316,-83.09436,5.0,2,ChIJL26J5GnNJIgRJjf7Tx-45Mc,233096,3
"42.328725, -83.039837",ChargePoint Charging Station,42.334755,-83.056015,3.5,4,ChIJl0TgQTYtO4gREqT9NLzh_HI,145077,3
